Vendor_ID,month,Passengers_sum,Passengers_mean,Ride_Count
T00002,2018-11,9412056,2.1464369176357843,4384967.441934892
T00002,2018-12,9579353,2.006688375220904,4773712.310435579
T00002,2019-01,9055390,1.536011090113438,5895393.632432197
T00002,2019-02,8364469,1.4898525044992454,5614293.344300806
T00002,2019-03,9324162,1.7422076012005094,5351923.613222078
T00002,2019-04,8733331,1.4537449987959137,6007471.053887383
T00002,2019-05,8925200,1.8522983602434322,4818446.202601526
T00002,2019-06,8173045,1.8469797426913621,4425086.4322369285
T00002,2019-07,7485974,1.6430646963985336,4556104.221829278
T00002,2019-08,7165969,1.8062449208863451,3967329.6335048387
T00002,2019-09,7658058,1.2949277990490944,5913888.021883189
T00002,2019-10,8282469,1.5093699872201454,5487368.286190774
T00002,2019-11,7921856,1.4509444721870963,5459792.67425645
T00002,2019-12,7960264,1.3296041282573914,5986942.903398546
T00002,2020-01,7248159,1.3034822272204056,5560612.065617684
T00002,2020-02,7152282,1.2809143647582373,5583731.587981636
T00002,2020-03,3325781,1.3476815732010115,2467779.5305167004
T00002,2020-04,181147,1.2160636074370792,148961.78036425024
T00002,2020-05,198887,1.275129332621617,155973.98233408682
T00002,2020-06,431214,1.141105591750019,377891.40910148626
T00002,2020-07,673336,1.5792187672840685,426372.8458331327
T00002,2020-08,919900,1.0051016268431856,915230.833810521
T00002,2020-09,1268277,1.0645089089872057,1191419.8080377392
T00002,2020-10,1623282,1.6780338940719624,967371.4015757453
T00002,2020-11,1434032,1.2236224512586804,1171956.2668410356
T00002,2020-12,1390198,0.9436823364302843,1473163.1040788295
T00002,2021-01,1264629,1.1657017137298678,1084865.00886543
T00002,2021-02,1266565,0.9925491078566461,1276072.881406418
T00002,2021-03,1764714,1.5316760900450799,1152145.6863298437
T00002,2021-04,2028919,1.1834461594714545,1714415.9738590447
T00002,2021-05,2426963,1.3044959607178048,1860460.341068862
T00002,2021-06,2847876,1.1499333799590938,2476557.3811774263
T00002,2021-07,2860539,1.1277241299712522,2536559.1849780856
T00002,2021-08,2783176,1.0970784252723653,2536897.942650761
T00002,2021-09,2910815,1.0791541702656944,2697311.542875602
T00002,2021-10,3415872,1.2360189451110943,2763608.125515405
T00002,2021-11,3420699,1.454545995990016,2351729.687084766
T00002,2021-12,3253130,1.7188567849257415,1892612.5949117644
T00002,2022-01,2473502,1.6980610035129502,1456662.6257141626
T00002,2022-02,2950626,2.0068465658588908,1470279.8162036818
T00002,2022-03,3612458,1.740164585430675,2075928.9266342293
T00002,2022-04,3603551,1.6632414002479705,2166583.2749610194
T00002,2022-05,3500293,1.8876276484696533,1854334.4620099068
T00002,2022-06,3499701,1.4336176088587367,2441167.699374183
T00002,2022-07,3234925,1.1841530099587971,2731847.1285332963
T00002,2022-08,3269669,1.3348804538808627,2449409.601057666
T00002,2022-09,3146570,1.49971637437874,2098110.0518446174
T00002,2022-10,3621435,1.4073541675103467,2573222.2091660346
T00002,2022-11,3459202,1.4425456028018564,2397984.502729891
T00002,2022-12,3461946,1.171540417834505,2955037.6131274407
T00002,2023-01,3129825,1.5347598446416455,2039292.9948794625
T00002,2023-02,2920362,1.362136617979991,2143956.752539853
T00002,2023-03,3383598,1.3989123926676648,2418734.738311687
T00002,2023-04,3340331,1.317902568315377,2534581.1445453158
T00002,2023-05,3523540,1.4833594133014238,2375378.460812723
T00002,2023-06,3343076,1.803145775472817,1854024.2533210525
T00002,2023-07,3054851,1.2487131698287415,2446399.280323893
T00002,2023-08,2952385,1.5574223775615477,1895686.7722823797
T00002,2023-09,2894464,1.5375715232514167,1882490.6394463123
T00002,2023-10,3611004,1.8702024953372636,1930809.1016897121
T00002,2023-11,3434611,1.4604961066411362,2351674.190969912
T00002,2023-12,3447233,1.2729569828145437,2708051.4475658643
T00002,2024-01,2939034,1.262703270237158,2327572.9692598307
T00002,2024-02,2870250,1.8504790810567588,1551084.8133235192
T00002,2024-03,3054121,1.1197765719826704,2727437.8446696643
T00002,2024-04,2992041,1.1212212170667124,2668555.4594013486
T00002,2024-05,3186066,2.206557080917138,1443908.2621310377
T00002,2024-06,3012665,1.3808282890931267,2181781.054021278
T00002,2024-07,2832212,1.7859153638622078,1585860.1461802078
T00002,2024-08,2787729,1.4631866245322522,1905244.9996877015
T00002,2024-09,2900695,1.3590453247849321,2134362.222583734
T00002,2024-10,3289077,1.1919461571058723,2759417.4287084467
T00002,2024-11,3187097,1.1652059050950732,2735222.149204568
T00002,2024-12,3450755,1.0095818530623597,3418004.186122048
T00002,2025-01,20,1.9318181818181817,10.352941176470589
T00002,2025-02,1,1.0,1.0
T00002,2025-03,2,1.0,2.0
T00002,2026-02,4,2.0,2.0
T00002,2026-06,2,1.0,2.0
T00002,2026-12,1,1.0,1.0
T00002,2028-12,3,3.0,1.0
T00002,2029-05,6,2.0,3.0
T00002,2029-11,9,2.25,4.0
T00002,2030-11,2,1.0,2.0
T00002,2031-02,2,1.0,2.0
T00002,2032-02,4,4.0,1.0
T00002,2033-04,3,1.0,3.0
T00002,2035-09,1,1.0,1.0
T00002,2037-11,1,1.0,1.0
T00002,2038-02,4,1.0,4.0
T00002,2041-03,2,2.0,1.0
T00002,2041-06,1,1.0,1.0
T00002,2041-08,1,1.0,1.0
T00002,2041-11,1,1.0,1.0
T00002,2042-12,1,1.0,1.0
T00002,2053-03,3,3.0,1.0
T00002,2053-07,1,1.0,1.0
T00002,2058-12,3,1.0,3.0
T00002,2062-08,1,1.0,1.0
T00002,2066-12,2,2.0,1.0
T00002,2070-08,1,1.0,1.0
T00002,2081-06,1,1.0,1.0
T00002,2084-11,8,1.0,8.0
T00002,2088-01,2,1.0,2.0
T00002,2090-12,2,2.0,1.0
T00002,2098-09,5,5.0,1.0
T00003,2016-05,2175,1.041168022977501,2089.0
T00003,2016-06,2329,1.0143728222996515,2296.0
T00003,2016-07,3892,1.0067252974650802,3866.0
T00003,2016-08,1503,1.0046791443850267,1496.0
T00003,2016-09,550,1.0,550.0
T00004,2018-05,1175,1.0017050298380221,1173.0
T00004,2018-06,1110,1.004524886877828,1105.0
T00004,2018-07,3769,1.053381777529346,3578.0000000000005
T00004,2018-08,23711,1.029167932635965,23039.0
T00004,2018-09,81929,1.0311760559834868,79452.0
T00004,2018-10,144385,1.0281854629095544,140427.0
T00004,2018-11,135244,1.0338411674323673,130817.0
T00004,2018-12,116665,1.039702343819624,112209.99999999999
T00004,2019-01,78704,1.0244848547960896,76823.0
T00004,2019-02,52934,1.0248596321394,51649.99999999999
T00004,2019-03,43528,1.0380121142748129,41934.0
T00004,2019-04,33126,1.0394101035456542,31870.0
T00004,2019-05,29740,1.0495482778091474,28336.0
T00004,2019-06,27136,1.0567801230625438,25678.0
T00004,2019-07,11216,1.0694126620900077,10487.999999999998
T00004,2019-08,275,1.0,275.0
T00004,2019-09,26,1.0,26.0
T00005,2018-08,-44,-1.0,44.0
T00005,2018-09,-126,-1.0,126.0
T00005,2018-10,-94,-1.0,94.0
T00005,2018-11,-111,-1.0,111.0
T00005,2018-12,-138,-1.0,138.0
T00005,2019-01,-101,-1.0,101.0
T00005,2019-02,-71,-1.0,71.0
T00005,2019-03,-47,-1.0,47.0
T00005,2019-04,-19,-1.0,19.0
T00005,2019-05,-11,-1.0,11.0
T00005,2019-06,-5,-1.0,5.0
T00005,2019-07,-8,-1.0,8.0
T00005,2019-08,-3,-1.0,3.0
T00005,2019-09,-3,-1.0,3.0
T00005,2019-10,-3,-1.0,3.0
T00005,2019-11,-6,-1.0,6.0
T00005,2019-12,-8,-1.0,8.0
T00005,2020-01,-5,-1.0,5.0
T00005,2020-02,-6,-1.0,6.0
T00005,2020-03,-9,-1.0,9.0
T00005,2020-05,-37,-1.0,37.0
T00005,2020-06,-30,-1.0,30.0
T00005,2020-07,-3,-1.0,3.0
T00005,2020-08,-20,-1.0,20.0
T00005,2020-09,-13,-1.0,13.0
T00005,2020-10,-1,-1.0,1.0
T00005,2020-11,-3,-1.0,3.0
T00005,2020-12,-1,-1.0,1.0
T00005,2021-02,-4,-1.0,4.0
T00005,2021-03,-2,-1.0,2.0
T00005,2021-04,-2,-1.0,2.0
T00005,2021-05,-1,-1.0,1.0
T00005,2021-07,-2,-1.0,2.0
T00005,2021-09,-14,-1.0,14.0
T00005,2021-10,-12,-1.0,12.0
T00005,2021-11,-6,-1.0,6.0
T00005,2021-12,-7,-1.0,7.0
T00005,2022-01,-36,-1.0,36.0
T00005,2022-02,-26,-1.0,26.0
T00005,2022-03,-13,-1.0,13.0
T00005,2022-04,-23,-1.0,23.0
T00005,2022-05,-14,-1.0,14.0
T00005,2022-06,-7,-1.0,7.0
T00005,2022-07,-9,-1.0,9.0
T00005,2022-08,-20,-1.0,20.0
T00005,2022-09,-2,-1.0,2.0
T00006,2020-02,-128,-1.0,128.0
T00006,2020-03,-605,-1.0,605.0
T00006,2020-04,-99,-1.0,99.0
T00006,2020-05,-11,-1.0,11.0
T00006,2020-06,-2,-1.0,2.0
T00006,2020-07,-20,-1.0,20.0
T00006,2020-08,-83,-1.0,83.0
T00006,2020-09,-10433,-1.0,10433.0
T00006,2020-10,-13134,-1.0,13134.0
T00006,2020-11,-10233,-1.0,10233.0
T00006,2020-12,-10549,-1.0,10549.0
T00006,2021-01,-10291,-1.0,10291.0
T00006,2021-02,-13688,-1.0,13688.0
T00006,2021-03,-14058,-1.0,14058.0
T00006,2021-04,-11558,-1.0,11558.0
T00006,2021-05,-11355,-1.0,11355.0
T00006,2021-06,-10283,-1.0,10283.0
T00006,2021-07,-10039,-1.0,10039.0
T00006,2021-08,-11168,-1.0,11168.0
T00006,2021-09,-12136,-1.0,12136.0
T00006,2021-10,-8949,-1.0,8949.0
T00006,2021-11,-5147,-1.0,5147.0
T00006,2021-12,-5200,-1.0,5200.0
T00006,2022-01,-5563,-1.0,5563.0
T00006,2022-02,-6774,-1.0,6774.0
T00006,2022-03,-8093,-1.0,8093.0
T00006,2022-04,-7387,-1.0,7387.0
T00006,2022-05,-6154,-1.0,6154.0
T00006,2022-06,-5999,-1.0,5999.0
T00006,2022-07,-5528,-1.0,5528.0
T00006,2022-08,-3815,-1.0,3815.0
T00006,2022-10,-5334,-1.0,5334.0
T00006,2022-11,-4518,-1.0,4518.0
T00006,2022-12,-436,-1.0,436.0
T00006,2023-02,-1201,-1.0,1201.0
T00006,2023-03,-1928,-1.0,1928.0
T00006,2023-04,-438,-1.0,438.0
T00006,2023-05,-416,-1.0,416.0
T00006,2023-06,-1113,-1.0,1113.0
T00006,2023-07,-724,-1.0,724.0
T00006,2023-08,-621,-1.0,621.0
T00006,2023-09,-852,-1.0,852.0
T00006,2023-10,-502,-1.0,502.0
T00006,2023-11,-454,-1.0,454.0
T00006,2023-12,-419,-1.0,419.0
T00006,2024-01,-260,-1.0,260.0
T00006,2024-03,-460,-1.0,460.0
T00006,2024-04,-293,-1.0,293.0
T00006,2024-05,-225,-1.0,225.0
T00006,2024-06,-10,-1.0,10.0
T00006,2024-09,-109,-1.0,109.0
T00006,2024-10,-75,-1.0,75.0
T00006,2024-11,-223,-1.0,223.0
T00006,2024-12,-414,-1.0,414.0
T00007,2024-12,310,1.3478260869565217,230.0
